전표번호,회계일자,계정과목,적요,차변금액,입력자,입력일시
JV00678,2025-06-22,지급수수료,지급수수료 06월 정산분,611000.0,박과장,2025-06-22 11:01:00
JV01564,2025-06-23,복리후생비,복리후생비 06월 정산분,499000.0,김대리,2025-06-23 17:36:00
JV00855,2025-06-23,미지급비용,미지급비용 06월 정산분,645000.0,김대리,2025-06-24 14:34:00
JV01048,2025-06-23,광고선전비,광고선전비 06월 정산분,3824000.0,박과장,2025-06-24 13:30:00
JV02941,2025-06-23,외주가공비,외주가공비 06월 정산분,229000.0,최사원,2025-06-23 11:43:00
JV00617,2025-06-23,광고선전비,광고선전비 06월 정산분,1092000.0,시스템,2025-06-27 11:41:00
JV01122,2025-06-23,지급수수료,지급수수료 06월 정산분,502000.0,이차장,2025-06-23 18:06:00
JV01350,2025-06-23,소모품비,소모품비 06월 정산분,615000.0,박과장,2025-06-27 10:25:00
JV02998,2025-06-24,외주가공비,외주가공비 06월 정산분,63000.0,이차장,2025-06-28 16:17:00
JV02635,2025-06-24,매출,매출 06월 정산분,6457000.0,이차장,2025-06-28 08:14:00
JV02376,2025-06-24,소모품비,소모품비 06월 정산분,519000.0,최사원,2025-06-24 14:29:00
JV90007,2025-06-24,복리후생비,복리후생비 06월 정산분,363000.0,박과장,2025-06-24 14:37:00
JV00189,2025-06-24,소모품비,소모품비 06월 정산분,458000.0,박과장,2025-06-27 10:07:00
JV00029,2025-06-24,복리후생비,복리후생비 06월 정산분,363000.0,박과장,2025-06-24 14:37:00
JV01717,2025-06-24,복리후생비,복리후생비 06월 정산분,1989000.0,이차장,2025-06-26 15:20:00
JV01477,2025-06-24,접대비,접대비 06월 정산분,330000.0,김대리,2025-06-27 11:24:00
JV00332,2025-06-24,지급수수료,지급수수료 06월 정산분,590000.0,정부장,2025-06-24 10:07:00
JV02358,2025-06-25,매출원가,매출원가 06월 정산분,220000.0,김대리,2025-06-25 16:49:00
JV00731,2025-06-25,소모품비,소모품비 06월 정산분,82000.0,김대리,2025-06-28 15:35:00
JV02551,2025-06-25,외주가공비,외주가공비 06월 정산분,56000.0,이차장,2025-06-26 18:32:00
JV00153,2025-06-26,선급비용,선급비용 06월 정산분,1049000.0,박과장,2025-06-26 12:15:00
JV01497,2025-06-26,접대비,접대비 06월 정산분,2811000.0,김대리,2025-06-26 09:04:00
JV02741,2025-06-26,매출,매출 06월 정산분,2885000.0,김대리,2025-06-30 08:53:00
JV02273,2025-06-26,매출원가,매출원가 06월 정산분,667000.0,박과장,2025-06-30 08:48:00
JV01501,2025-06-26,매출원가,매출원가 06월 정산분,1427000.0,최사원,2025-06-28 10:01:00
JV00716,2025-06-26,여비교통비,여비교통비 06월 정산분,58000.0,최사원,2025-06-26 18:42:00
JV01615,2025-06-27,소모품비,소모품비 06월 정산분,14832000.0,최사원,2025-06-30 11:32:00
JV02324,2025-06-27,매출원가,매출원가 06월 정산분,1156000.0,정부장,2025-06-30 15:01:00
JV01472,2025-06-27,여비교통비,여비교통비 06월 정산분,1048000.0,김대리,2025-06-27 15:39:00
JV00245,2025-06-27,선급비용,선급비용 06월 정산분,5716000.0,정부장,2025-06-30 12:21:00
JV00541,2025-06-27,매출,매출 06월 정산분,58000.0,이차장,2025-07-01 11:54:00
JV02729,2025-06-27,소모품비,소모품비 06월 정산분,332000.0,최사원,2025-06-30 15:16:00
JV01080,2025-06-28,매출원가,매출원가 06월 정산분,209000.0,김대리,2025-06-28 18:14:00
JV01098,2025-06-28,미지급비용,미지급비용 06월 정산분,619000.0,시스템,2025-06-30 09:46:00
JV02950,2025-06-28,외주가공비,외주가공비 06월 정산분,558000.0,이차장,2025-07-02 11:55:00
JV00075,2025-06-28,외주가공비,외주가공비 06월 정산분,788000.0,정부장,2025-06-28 12:09:00
JV02361,2025-06-28,여비교통비,여비교통비 06월 정산분,307000.0,김대리,2025-06-28 16:53:00
JV02545,2025-06-28,매출원가,매출원가 06월 정산분,76000.0,정부장,2025-07-01 11:29:00
JV01291,2025-06-28,소모품비,소모품비 06월 정산분,125000.0,이차장,2025-07-01 09:59:00
JV01915,2025-06-28,소모품비,소모품비 06월 정산분,802000.0,최사원,2025-06-28 14:33:00
JV01679,2025-06-28,여비교통비,여비교통비 06월 정산분,1508000.0,최사원,2025-06-28 18:45:00
JV01307,2025-06-28,매출,매출 06월 정산분,451000.0,정부장,2025-07-01 17:52:00
JV01363,2025-06-28,지급수수료,지급수수료 06월 정산분,88000.0,김대리,2025-07-02 09:26:00
JV02668,2025-06-28,광고선전비,광고선전비 06월 정산분,669000.0,박과장,2025-06-30 18:51:00
JV01948,2025-06-29,소모품비,소모품비 06월 정산분,261000.0,김대리,2025-07-01 13:41:00
JV02840,2025-06-29,복리후생비,복리후생비 06월 정산분,3250000.0,박과장,2025-07-02 11:26:00
JV01031,2025-06-29,매출,매출 06월 정산분,490000.0,김대리,2025-07-01 14:44:00
JV01591,2025-06-29,여비교통비,여비교통비 06월 정산분,84000.0,이차장,2025-07-02 14:03:00
JV01416,2025-06-29,지급수수료,지급수수료 06월 정산분,1205000.0,김대리,2025-07-03 15:39:00
JV01463,2025-06-29,미지급비용,미지급비용 06월 정산분,960000.0,박과장,2025-07-01 12:59:00
JV00473,2025-06-29,선급비용,선급비용 06월 정산분,36000.0,박과장,2025-07-01 15:07:00
JV01507,2025-06-29,접대비,접대비 06월 정산분,964000.0,박과장,2025-07-02 12:54:00
JV02378,2025-06-29,소모품비,소모품비 06월 정산분,203000.0,박과장,2025-06-30 18:17:00
JV01973,2025-06-30,매출,매출 06월 정산분,376000.0,박과장,2025-07-03 11:59:00
JV02718,2025-06-30,매출원가,매출원가 06월 정산분,24193000.0,박과장,2025-07-02 12:58:00
JV00988,2025-06-30,외주가공비,외주가공비 06월 정산분,10935000.0,정부장,2025-07-04 12:50:00
JV02409,2025-06-30,잡비,잡비 06월 정산분,308000.0,박과장,2025-07-04 15:34:00
JV00949,2025-06-30,매출,매출 06월 정산분,419000.0,최사원,2025-07-01 10:56:00
JV00998,2025-06-30,지급수수료,지급수수료 06월 정산분,569000.0,박과장,2025-06-30 16:30:00
JV01549,2025-06-30,매출,매출 06월 정산분,82000.0,김대리,2025-07-04 11:47:00
JV02558,2025-06-30,지급수수료,지급수수료 06월 정산분,1390000.0,박과장,2025-06-30 10:31:00
JV02964,2025-06-30,매출,매출 06월 정산분,5533000.0,이차장,2025-07-02 16:29:00
JV00145,2025-07-01,여비교통비,여비교통비 07월 정산분,928000.0,박과장,2025-07-04 14:21:00
JV00062,2025-07-01,외주가공비,외주가공비 07월 정산분,50000.0,최사원,2025-07-02 12:25:00
JV01621,2025-07-01,지급수수료,지급수수료 07월 정산분,10000.0,박과장,2025-07-04 13:00:00
JV02172,2025-07-01,잡비,잡비 07월 정산분,3593000.0,박과장,2025-07-04 09:04:00
JV02717,2025-07-01,접대비,접대비 07월 정산분,932000.0,김대리,2025-07-02 12:14:00
JV02969,2025-07-01,외주가공비,외주가공비 07월 정산분,3638000.0,최사원,2025-07-03 12:34:00
JV01465,2025-07-01,외주가공비,외주가공비 07월 정산분,9950000.0,이차장,2025-07-04 13:48:00
JV00443,2025-07-01,소모품비,소모품비 07월 정산분,4846000.0,이차장,2025-07-03 16:36:00
JV02362,2025-07-01,지급수수료,지급수수료 07월 정산분,528000.0,김대리,2025-07-04 18:12:00
JV00758,2025-07-01,지급수수료,지급수수료 07월 정산분,553000.0,최사원,2025-07-04 08:49:00
JV01105,2025-07-01,복리후생비,복리후생비 07월 정산분,4677000.0,최사원,2025-07-01 18:42:00
JV02303,2025-07-02,선급비용,선급비용 07월 정산분,1142000.0,김대리,2025-07-05 18:38:00
JV02692,2025-07-02,외주가공비,외주가공비 07월 정산분,586000.0,시스템,2025-07-03 09:48:00
JV01509,2025-07-02,소모품비,소모품비 07월 정산분,1113000.0,이차장,2025-07-05 16:49:00
JV02857,2025-07-02,지급수수료,지급수수료 07월 정산분,1419000.0,이차장,2025-07-06 14:10:00
JV00015,2025-07-02,매출,매출 07월 정산분,169000.0,김대리,2025-07-02 11:32:00
JV02486,2025-07-02,소모품비,소모품비 07월 정산분,458000.0,김대리,2025-07-03 10:57:00
JV01665,2025-07-02,복리후생비,복리후생비 07월 정산분,212000.0,박과장,2025-07-06 13:04:00
JV01882,2025-07-03,복리후생비,복리후생비 07월 정산분,24215000.0,박과장,2025-07-06 14:18:00
JV01655,2025-07-03,여비교통비,여비교통비 07월 정산분,222000.0,김대리,2025-07-04 14:09:00
JV00926,2025-07-03,여비교통비,여비교통비 07월 정산분,1240000.0,이차장,2025-07-06 15:54:00
JV01657,2025-07-03,광고선전비,광고선전비 07월 정산분,2059000.0,정부장,2025-07-04 10:02:00
JV00527,2025-07-03,접대비,접대비 07월 정산분,241000.0,박과장,2025-07-04 14:07:00
JV01936,2025-07-03,접대비,접대비 07월 정산분,44000.0,박과장,2025-07-06 14:55:00
JV01856,2025-07-03,매출원가,매출원가 07월 정산분,2955000.0,박과장,2025-07-04 11:35:00
JV00708,2025-07-03,소모품비,소모품비 07월 정산분,506000.0,정부장,2025-07-06 12:11:00
JV01265,2025-07-03,매출원가,매출원가 07월 정산분,1495000.0,이차장,2025-07-03 13:14:00
JV02909,2025-07-03,광고선전비,광고선전비 07월 정산분,2037000.0,시스템,2025-07-07 14:00:00
JV01868,2025-07-03,소모품비,소모품비 07월 정산분,47000.0,시스템,2025-07-05 14:26:00
JV01846,2025-07-04,복리후생비,복리후생비 07월 정산분,702000.0,김대리,2025-07-08 18:37:00
JV02490,2025-07-04,외주가공비,외주가공비 07월 정산분,167000.0,이차장,2025-07-05 17:37:00
JV02878,2025-07-04,외주가공비,외주가공비 07월 정산분,5150000.0,최사원,2025-07-06 17:24:00
JV00030,2025-07-04,선급비용,선급비용 07월 정산분,491000.0,박과장,2025-07-04 12:59:00
JV01342,2025-07-04,매출원가,매출원가 07월 정산분,75000.0,김대리,2025-07-06 09:24:00
JV02062,2025-07-04,소모품비,소모품비 07월 정산분,153000.0,박과장,2025-07-05 08:32:00
JV00756,2025-07-04,미지급비용,미지급비용 07월 정산분,3019000.0,최사원,2025-07-08 17:23:00
JV00033,2025-07-05,접대비,접대비 07월 정산분,1412000.0,김대리,2025-07-05 12:10:00
JV01319,2025-07-05,여비교통비,여비교통비 07월 정산분,3342000.0,김대리,2025-07-07 17:28:00
JV90013,2025-07-05,매출,매출 07월 정산분,144000.0,이차장,2025-07-09 15:17:00
JV01745,2025-07-05,잡비,잡비 07월 정산분,2542000.0,박과장,2025-07-05 15:16:00
JV01653,2025-07-05,선급비용,선급비용 07월 정산분,266000.0,이차장,2025-07-07 13:49:00
JV02870,2025-07-05,매출원가,매출원가 07월 정산분,1419000.0,박과장,2025-07-05 13:04:00
JV02340,2025-07-05,매출원가,매출원가 07월 정산분,1468000.0,김대리,2025-07-08 17:59:00
JV02485,2025-07-05,지급수수료,지급수수료 07월 정산분,1956000.0,최사원,2025-07-06 09:47:00
JV00098,2025-07-05,복리후생비,복리후생비 07월 정산분,661000.0,이차장,2025-07-09 15:17:00
JV02608,2025-07-05,잡비,잡비 07월 정산분,1024000.0,김대리,2025-07-07 09:32:00
JV02856,2025-07-05,매출,매출 07월 정산분,144000.0,이차장,2025-07-09 15:17:00
JV01133,2025-07-05,소모품비,소모품비 07월 정산분,105000.0,최사원,2025-07-05 18:24:00
JV01506,2025-07-05,매출원가,매출원가 07월 정산분,10190000.0,정부장,2025-07-09 16:23:00
JV02384,2025-07-06,광고선전비,광고선전비 07월 정산분,84000.0,최사원,2025-07-09 10:04:00
JV01880,2025-07-06,매출,매출 07월 정산분,566000.0,정부장,2025-07-09 14:41:00
JV02114,2025-07-06,매출,매출 07월 정산분,476000.0,김대리,2025-07-07 17:09:00
JV00086,2025-07-06,지급수수료,지급수수료 07월 정산분,333000.0,최사원,2025-07-10 17:06:00
JV02393,2025-07-06,지급수수료,지급수수료 07월 정산분,663000.0,김대리,2025-07-09 16:51:00
JV00969,2025-07-06,외주가공비,외주가공비 07월 정산분,3044000.0,최사원,2025-07-09 18:23:00
JV02282,2025-07-06,미지급비용,미지급비용 07월 정산분,321000.0,시스템,2025-07-06 10:56:00
JV01025,2025-07-06,미지급비용,미지급비용 07월 정산분,4320000.0,최사원,2025-07-08 09:39:00
JV00703,2025-07-07,매출원가,매출원가 07월 정산분,228000.0,박과장,2025-07-10 08:01:00
JV00808,2025-07-07,매출,매출 07월 정산분,445000.0,최사원,2025-07-09 11:29:00
JV00248,2025-07-07,여비교통비,여비교통비 07월 정산분,166000.0,박과장,2025-07-07 08:28:00
JV01943,2025-07-07,복리후생비,복리후생비 07월 정산분,371000.0,김대리,2025-07-10 11:20:00
JV02224,2025-07-07,여비교통비,여비교통비 07월 정산분,2743000.0,김대리,2025-07-11 13:24:00
JV00889,2025-07-07,지급수수료,지급수수료 07월 정산분,271000.0,박과장,2025-07-11 10:29:00
JV00052,2025-07-07,매출,매출 07월 정산분,826000.0,김대리,2025-07-11 12:33:00
JV01192,2025-07-07,매출,매출 07월 정산분,1418000.0,최사원,2025-07-08 17:54:00
JV00769,2025-07-07,지급수수료,지급수수료 07월 정산분,11180000.0,정부장,2025-07-11 08:07:00
JV00060,2025-07-07,소모품비,소모품비 07월 정산분,1531000.0,정부장,2025-07-10 12:38:00
JV02985,2025-07-08,소모품비,소모품비 07월 정산분,646000.0,김대리,2025-07-12 13:17:00
JV01021,2025-07-08,매출원가,매출원가 07월 정산분,2726000.0,정부장,2025-07-10 17:57:00
JV00276,2025-07-08,외주가공비,외주가공비 07월 정산분,8776000.0,김대리,2025-07-10 15:02:00
JV02832,2025-07-08,잡비,잡비 07월 정산분,827000.0,박과장,2025-07-10 09:33:00
JV00728,2025-07-08,매출,매출 07월 정산분,2451000.0,김대리,2025-07-11 10:22:00
JV01255,2025-07-08,지급수수료,지급수수료 07월 정산분,804000.0,최사원,2025-07-10 14:56:00
JV01258,2025-07-08,외주가공비,외주가공비 07월 정산분,45000.0,김대리,2025-07-09 13:39:00
JV02142,2025-07-08,매출원가,매출원가 07월 정산분,795000.0,김대리,2025-07-08 16:39:00
JV02127,2025-07-08,선급비용,선급비용 07월 정산분,316000.0,김대리,2025-07-10 15:38:00
JV02827,2025-07-09,매출,매출 07월 정산분,293000.0,최사원,2025-07-12 13:51:00
JV02012,2025-07-09,복리후생비,복리후생비 07월 정산분,3128000.0,최사원,2025-07-12 10:20:00
JV01812,2025-07-09,여비교통비,여비교통비 07월 정산분,590000.0,정부장,2025-07-11 16:25:00
JV02309,2025-07-09,매출원가,매출원가 07월 정산분,606000.0,박과장,2025-07-09 10:30:00
JV90015,2025-07-09,지급수수료,지급수수료 07월 정산분,315000.0,최사원,2025-07-12 13:54:00
JV00568,2025-07-09,소모품비,소모품비 07월 정산분,2220000.0,박과장,2025-07-13 12:58:00
JV00220,2025-07-09,소모품비,소모품비 07월 정산분,79000.0,김대리,2025-07-09 11:07:00
JV00298,2025-07-09,지급수수료,지급수수료 07월 정산분,315000.0,최사원,2025-07-12 13:54:00
JV01661,2025-07-10,여비교통비,여비교통비 07월 정산분,125000.0,김대리,2025-07-14 09:02:00
JV01722,2025-07-10,여비교통비,여비교통비 07월 정산분,2634000.0,박과장,2025-07-11 09:49:00
JV00278,2025-07-10,여비교통비,여비교통비 07월 정산분,50000.0,김대리,2025-07-10 08:50:00
JV02008,2025-07-10,외주가공비,외주가공비 07월 정산분,1113000.0,김대리,2025-07-11 10:21:00
JV02540,2025-07-10,매출원가,매출원가 07월 정산분,1019000.0,박과장,2025-07-12 17:40:00
JV01364,2025-07-10,복리후생비,복리후생비 07월 정산분,113000.0,박과장,2025-07-13 16:56:00
JV02452,2025-07-10,접대비,접대비 07월 정산분,238000.0,이차장,2025-07-14 17:14:00
JV02611,2025-07-11,매출원가,매출원가 07월 정산분,261000.0,이차장,2025-07-12 13:30:00
JV01787,2025-07-11,지급수수료,지급수수료 07월 정산분,1363000.0,최사원,2025-07-15 08:43:00
JV01397,2025-07-11,매출,매출 07월 정산분,22000.0,시스템,2025-07-12 14:38:00
JV01343,2025-07-11,매출,매출 07월 정산분,145000.0,시스템,2025-07-11 17:47:00
JV00499,2025-07-11,잡비,잡비 07월 정산분,61000.0,박과장,2025-07-13 14:37:00
JV00208,2025-07-11,소모품비,소모품비 07월 정산분,2341000.0,김대리,2025-07-14 12:34:00
JV00368,2025-07-11,광고선전비,광고선전비 07월 정산분,504000.0,김대리,2025-07-15 18:49:00
JV01050,2025-07-11,지급수수료,지급수수료 07월 정산분,22376000.0,김대리,2025-07-15 08:44:00
JV02975,2025-07-11,복리후생비,복리후생비 07월 정산분,977000.0,이차장,2025-07-11 11:30:00
JV00860,2025-07-11,매출원가,매출원가 07월 정산분,1321000.0,시스템,2025-07-12 09:30:00
JV01474,2025-07-11,접대비,접대비 07월 정산분,3912000.0,이차장,2025-07-15 16:41:00
JV00724,2025-07-12,매출,매출 07월 정산분,5403000.0,박과장,2025-07-14 10:13:00
JV02327,2025-07-12,선급비용,선급비용 07월 정산분,279000.0,박과장,2025-07-15 10:20:00
JV02513,2025-07-12,외주가공비,외주가공비 07월 정산분,183000.0,최사원,2025-06-14 01:00:00
JV01207,2025-07-12,여비교통비,여비교통비 07월 정산분,2118000.0,김대리,2025-07-14 15:09:00
JV02097,2025-07-12,소모품비,소모품비 07월 정산분,278000.0,최사원,2025-07-15 15:24:00
JV02670,2025-07-13,외주가공비,외주가공비 07월 정산분,7927000.0,최사원,2025-07-14 15:59:00
JV02179,2025-07-13,여비교통비,여비교통비 07월 정산분,761000.0,김대리,2025-07-14 09:32:00
JV00221,2025-07-13,지급수수료,지급수수료 07월 정산분,245000.0,박과장,2025-07-16 08:56:00
JV00843,2025-07-14,외주가공비,외주가공비 07월 정산분,759000.0,박과장,2025-07-14 09:38:00
JV00559,2025-07-14,매출,매출 07월 정산분,1245000.0,박과장,2025-07-15 08:48:00
JV01979,2025-07-14,지급수수료,지급수수료 07월 정산분,9489000.0,박과장,2025-07-17 15:15:00
JV01459,2025-07-14,외주가공비,외주가공비 07월 정산분,1571000.0,박과장,2025-07-17 18:36:00
JV01019,2025-07-14,광고선전비,광고선전비 07월 정산분,1440000.0,정부장,2025-07-17 18:49:00
JV00149,2025-07-14,외주가공비,외주가공비 07월 정산분,140000.0,김대리,2025-07-16 09:19:00
JV00081,2025-07-14,매출,매출 07월 정산분,1851000.0,이차장,2025-07-14 10:16:00
JV02506,2025-07-14,복리후생비,복리후생비 07월 정산분,1574000.0,최사원,2025-07-17 18:39:00
JV00732,2025-07-15,매출원가,매출원가 07월 정산분,80000.0,박과장,2025-07-19 10:56:00
JV02993,2025-07-15,소모품비,소모품비 07월 정산분,121000.0,박과장,2025-07-15 17:48:00
JV02999,2025-07-15,소모품비,소모품비 07월 정산분,583000.0,이차장,2025-07-15 15:47:00
JV02916,2025-07-15,복리후생비,복리후생비 07월 정산분,6010000.0,박과장,2025-07-18 09:18:00
JV01543,2025-07-15,미지급비용,미지급비용 07월 정산분,2675000.0,이차장,2025-07-15 18:13:00
JV00661,2025-07-15,소모품비,소모품비 07월 정산분,3269000.0,박과장,2025-07-19 18:05:00
JV01927,2025-07-15,지급수수료,지급수수료 07월 정산분,70000.0,김대리,2025-07-16 15:53:00
JV01419,2025-07-15,복리후생비,복리후생비 07월 정산분,2025000.0,최사원,2025-07-18 09:03:00
JV02121,2025-07-15,잡비,잡비 07월 정산분,1656000.0,김대리,2025-07-17 12:24:00
JV02952,2025-07-15,외주가공비,외주가공비 07월 정산분,169000.0,시스템,2025-07-19 11:24:00
JV00576,2025-07-15,매출,매출 07월 정산분,211000.0,정부장,2025-07-15 17:45:00
JV00400,2025-07-16,매출,매출 07월 정산분,97000.0,김대리,2025-07-16 11:52:00
JV00859,2025-07-16,소모품비,소모품비 07월 정산분,511000.0,이차장,2025-07-17 17:53:00
JV02135,2025-07-16,소모품비,소모품비 07월 정산분,430000.0,정부장,2025-07-20 17:03:00
JV01918,2025-07-16,여비교통비,여비교통비 07월 정산분,3062000.0,김대리,2025-07-20 17:08:00
JV00504,2025-07-16,복리후생비,복리후생비 07월 정산분,237000.0,박과장,2025-07-16 08:58:00
JV02104,2025-07-17,외주가공비,외주가공비 07월 정산분,789000.0,김대리,2025-07-17 09:30:00
JV00997,2025-07-17,외주가공비,외주가공비 07월 정산분,213000.0,김대리,2025-07-20 12:13:00
JV02087,2025-07-17,지급수수료,지급수수료 07월 정산분,844000.0,이차장,2025-07-21 16:20:00
JV00096,2025-07-17,외주가공비,외주가공비 07월 정산분,4396000.0,정부장,2025-07-18 16:07:00
JV00299,2025-07-17,접대비,접대비 07월 정산분,207000.0,최사원,2025-07-21 15:19:00
JV02648,2025-07-17,매출원가,매출원가 07월 정산분,188000.0,김대리,2025-07-20 16:12:00
JV02815,2025-07-17,매출원가,매출원가 07월 정산분,1274000.0,김대리,2025-07-18 18:54:00
JV01436,2025-07-17,선급비용,선급비용 07월 정산분,123000.0,이차장,2025-07-20 14:09:00
JV01932,2025-07-17,접대비,접대비 07월 정산분,7716000.0,정부장,2025-07-19 12:36:00
JV01972,2025-07-17,광고선전비,광고선전비 07월 정산분,618000.0,김대리,2025-07-21 12:52:00
JV00622,2025-07-17,복리후생비,복리후생비 07월 정산분,15307000.0,이차장,2025-07-18 08:41:00
JV02423,2025-07-18,외주가공비,외주가공비 07월 정산분,7693000.0,김대리,2025-07-20 14:28:00
JV00745,2025-07-18,접대비,접대비 07월 정산분,1085000.0,시스템,2025-07-18 10:19:00
JV02249,2025-07-18,소모품비,소모품비 07월 정산분,2986000.0,박과장,2025-07-18 15:50:00
JV01426,2025-07-18,소모품비,소모품비 07월 정산분,56000.0,정부장,2025-07-21 17:58:00
JV02516,2025-07-19,여비교통비,여비교통비 07월 정산분,108000.0,정부장,2025-07-19 11:19:00
JV00125,2025-07-19,매출,매출 07월 정산분,739000.0,박과장,2025-07-23 11:39:00
JV00759,2025-07-19,지급수수료,지급수수료 07월 정산분,195000.0,이차장,2025-07-22 14:50:00
JV00188,2025-07-19,소모품비,소모품비 07월 정산분,595000.0,최사원,2025-07-21 09:00:00
JV01016,2025-07-19,잡비,잡비 07월 정산분,1316000.0,김대리,2025-07-23 11:59:00
JV01796,2025-07-19,지급수수료,지급수수료 07월 정산분,357000.0,이차장,2025-07-19 15:53:00
JV02499,2025-07-19,매출,매출 07월 정산분,568000.0,박과장,2025-07-21 12:20:00
JV01499,2025-07-19,복리후생비,복리후생비 07월 정산분,94000.0,김대리,2025-07-19 16:46:00
JV01743,2025-07-20,여비교통비,여비교통비 07월 정산분,1111000.0,김대리,2025-07-24 15:50:00
JV01736,2025-07-20,매출,매출 07월 정산분,3210000.0,최사원,2025-07-23 10:30:00
JV02280,2025-07-20,소모품비,소모품비 07월 정산분,49000.0,최사원,2025-07-23 16:37:00
JV01410,2025-07-20,소모품비,소모품비 07월 정산분,1925000.0,최사원,2025-07-24 10:58:00
JV00626,2025-07-20,외주가공비,외주가공비 07월 정산분,535000.0,정부장,2025-07-24 09:59:00
JV01262,2025-07-20,접대비,접대비 07월 정산분,142000.0,이차장,2025-07-20 18:37:00
JV02228,2025-07-20,외주가공비,외주가공비 07월 정산분,254000.0,박과장,2025-07-24 16:14:00
JV02176,2025-07-20,외주가공비,외주가공비 07월 정산분,11000.0,박과장,2025-07-21 13:07:00
JV00166,2025-07-21,광고선전비,광고선전비 07월 정산분,188000.0,김대리,2025-07-22 15:00:00
JV02915,2025-07-21,미지급비용,미지급비용 07월 정산분,243000.0,김대리,2025-07-23 17:44:00
JV02089,2025-07-21,지급수수료,지급수수료 07월 정산분,100000.0,최사원,2025-07-23 11:11:00
JV00878,2025-07-21,지급수수료,지급수수료 07월 정산분,1215000.0,김대리,2025-07-22 17:47:00
JV00842,2025-07-21,매출,매출 07월 정산분,3000.0,이차장,2025-07-22 11:08:00
JV01341,2025-07-21,소모품비,소모품비 07월 정산분,13000.0,김대리,2025-07-24 09:38:00
JV02371,2025-07-21,여비교통비,여비교통비 07월 정산분,15376000.0,이차장,2025-07-25 16:58:00
JV00898,2025-07-22,매출,매출 07월 정산분,1779000.0,박과장,2025-07-22 12:44:00
JV02392,2025-07-22,미지급비용,미지급비용 07월 정산분,1175000.0,이차장,2025-07-23 13:13:00
JV01211,2025-07-22,미지급비용,미지급비용 07월 정산분,134000.0,최사원,2025-07-24 14:39:00
JV00032,2025-07-22,외주가공비,외주가공비 07월 정산분,7778000.0,정부장,2025-07-26 12:23:00
JV02582,2025-07-22,외주가공비,외주가공비 07월 정산분,787000.0,이차장,2025-07-25 13:11:00
JV02924,2025-07-22,선급비용,선급비용 07월 정산분,730000.0,정부장,2025-07-26 17:18:00
JV01217,2025-07-22,소모품비,소모품비 07월 정산분,79000.0,이차장,2025-07-26 12:32:00
JV00868,2025-07-23,접대비,접대비 07월 정산분,5942000.0,정부장,2025-07-23 16:46:00
JV01701,2025-07-23,매출,매출 07월 정산분,427000.0,박과장,2025-07-24 10:35:00
JV00914,2025-07-23,외주가공비,외주가공비 07월 정산분,948000.0,김대리,2025-07-26 11:47:00
JV00581,2025-07-23,광고선전비,광고선전비 07월 정산분,2396000.0,김대리,2025-07-24 14:42:00
JV00950,2025-07-23,매출원가,매출원가 07월 정산분,1094000.0,박과장,2025-07-25 18:05:00
JV02015,2025-07-24,외주가공비,외주가공비 07월 정산분,1233000.0,박과장,2025-07-24 15:30:00
JV00129,2025-07-24,매출,매출 07월 정산분,427000.0,김대리,2025-07-27 12:40:00
JV01301,2025-07-24,접대비,접대비 07월 정산분,3795000.0,박과장,2025-07-27 13:15:00
JV02450,2025-07-24,여비교통비,여비교통비 07월 정산분,193000.0,이차장,2025-07-26 15:49:00
JV01440,2025-07-24,미지급비용,미지급비용 07월 정산분,382000.0,박과장,2025-07-26 08:37:00
JV01596,2025-07-25,소모품비,소모품비 07월 정산분,740000.0,이차장,2025-07-26 09:05:00
JV02688,2025-07-25,접대비,접대비 07월 정산분,41000.0,시스템,2025-07-29 15:33:00
JV00866,2025-07-25,지급수수료,지급수수료 07월 정산분,434000.0,최사원,2025-07-26 18:37:00
JV02567,2025-07-25,외주가공비,외주가공비 07월 정산분,1699000.0,최사원,2025-07-26 17:15:00
JV02118,2025-07-25,접대비,접대비 07월 정산분,642000.0,최사원,2025-07-26 09:51:00
JV00478,2025-07-25,광고선전비,광고선전비 07월 정산분,530000.0,박과장,2025-07-25 16:21:00
JV02100,2025-07-25,복리후생비,복리후생비 07월 정산분,1982000.0,이차장,2025-07-26 10:45:00
JV00161,2025-07-25,선급비용,선급비용 07월 정산분,248000.0,김대리,2025-07-25 10:20:00
JV01963,2025-07-25,미지급비용,미지급비용 07월 정산분,166000.0,박과장,2025-07-26 09:13:00
JV02093,2025-07-26,접대비,접대비 07월 정산분,5894000.0,최사원,2025-07-30 11:26:00
JV01367,2025-07-26,매출원가,매출원가 07월 정산분,3618000.0,김대리,2025-07-28 17:25:00
JV00384,2025-07-26,미지급비용,미지급비용 07월 정산분,3967000.0,최사원,2025-07-28 09:05:00
JV01648,2025-07-26,접대비,접대비 07월 정산분,685000.0,박과장,2025-07-29 14:55:00
JV01592,2025-07-27,지급수수료,지급수수료 07월 정산분,16825000.0,김대리,2025-07-28 15:47:00
JV01392,2025-07-27,매출원가,매출원가 07월 정산분,3066000.0,이차장,2025-07-29 12:29:00
JV00713,2025-07-27,매출원가,매출원가 07월 정산분,10821000.0,박과장,2025-07-31 17:22:00
JV00174,2025-07-27,광고선전비,광고선전비 07월 정산분,17270000.0,이차장,2025-07-30 13:03:00
JV00967,2025-07-27,광고선전비,광고선전비 07월 정산분,992000.0,김대리,2025-07-30 14:57:00
JV00185,2025-07-27,매출,매출 07월 정산분,1637000.0,정부장,2025-07-28 08:32:00
