Doc No,일 자,차대,계정CD,계정명,적 요,거래처명,금액,입력자
202505264,2025/06/08,대변,52100,지급수수료,06월 복리후생비 정산,삼정유통,-2761000.0,박과장
202505265,2025/03/27,차변,21500,미지급비용,03월 미지급비용 정산,-,2505000.0,최사원
202505265,2025/03/27,대변,51100,급여,03월 미지급비용 정산,-,-2505000.0,최사원
202505266,2025/03/26,차변,52100,지급수수료,03월 지급수수료 정산,(주)한빛물산,2424000.0,박과장
202505266,2025/03/26,대변,21300,미지급금,03월 지급수수료 정산,(주)한빛물산,-2424000.0,박과장
202505267,2025/07/21,차변,52100,지급수수료,07월 지급수수료 정산,명진산업,1454000.0,김대리
202505267,2025/07/21,대변,45100,매출원가,07월 지급수수료 정산,명진산업,-1454000.0,김대리
202505268,2025/04/05,차변,13100,재고자산,04월 재고자산 정산,(주)한빛물산,1067000.0,이차장
202505268,2025/04/05,대변,52300,소모품비,04월 재고자산 정산,(주)한빛물산,-1067000.0,이차장
202505269,2025/10/24,차변,51500,여비교통비,10월 여비교통비 정산,삼정유통,309000.0,박과장
202505269,2025/10/24,대변,21300,미지급금,10월 여비교통비 정산,삼정유통,-309000.0,박과장
202505270,2025/01/30,차변,52100,지급수수료,01월 지급수수료 정산,-,122000.0,박과장
202505270,2025/01/30,대변,21500,미지급비용,01월 지급수수료 정산,-,-122000.0,박과장
202505271,2025/07/19,차변,51100,급여,07월 급여 정산,삼정유통,508000.0,박과장
202505271,2025/07/19,대변,21500,미지급비용,07월 급여 정산,삼정유통,-508000.0,박과장
202505272,2025/09/15,차변,40100,매출,09월 매출 정산,대성엔지니어링,676000.0,김대리
202505272,2025/09/15,대변,45100,매출원가,09월 매출 정산,대성엔지니어링,-676000.0,김대리
202505273,2025/04/15,차변,11300,매출채권,04월 매출채권 정산,케이엘상사,831000.0,이차장
202505273,2025/04/15,대변,40100,매출,04월 매출채권 정산,케이엘상사,-831000.0,이차장
202505274,2025/10/09,차변,13100,재고자산,10월 재고자산 정산,삼정유통,231000.0,박과장
202505274,2025/10/09,대변,52100,지급수수료,10월 재고자산 정산,삼정유통,-231000.0,박과장
202505275,2025/10/02,차변,51500,여비교통비,10월 여비교통비 정산,케이엘상사,2958000.0,김대리
202505275,2025/10/02,대변,21100,매입채무,10월 여비교통비 정산,케이엘상사,-2958000.0,김대리
202505276,2025/09/12,차변,21500,미지급비용,09월 미지급비용 정산,제일기공,882000.0,이차장
202505276,2025/09/12,대변,21300,미지급금,09월 미지급비용 정산,제일기공,-882000.0,이차장
202505277,2025/03/23,차변,51100,급여,03월 급여 정산,삼정유통,114000.0,박과장
202505277,2025/03/23,차변,52100,지급수수료,03월 급여 정산,삼정유통,49000.0,박과장
202505277,2025/03/23,대변,52300,소모품비,03월 급여 정산,삼정유통,-163000.0,박과장
202505278,2025/08/18,차변,40100,매출,08월 매출 정산,(주)한빛물산,5395000.0,박과장
202505278,2025/08/18,대변,11300,매출채권,08월 매출 정산,(주)한빛물산,-5395000.0,박과장
202505279,2025/06/07,차변,52300,소모품비,06월 소모품비 정산,우성테크,1742000.0,박과장
202505279,2025/06/07,차변,21100,매입채무,06월 소모품비 정산,우성테크,746000.0,박과장
202505279,2025/06/07,대변,25100,예수금,06월 소모품비 정산,우성테크,-2488000.0,박과장
202505280,2025/07/11,차변,51100,급여,07월 급여 정산,동보전자,3993000.0,최사원
202505280,2025/07/11,차변,51300,복리후생비,07월 급여 정산,동보전자,1712000.0,최사원
202505280,2025/07/11,대변,11100,현금및현금성자산,07월 급여 정산,동보전자,-5705000.0,최사원
202505281,2025/02/12,차변,21100,매입채무,02월 매입채무 정산,명진산업,719000.0,최사원
202505281,2025/02/12,대변,13100,재고자산,02월 매입채무 정산,명진산업,-719000.0,최사원
202505282,2025/10/10,차변,21500,미지급비용,10월 미지급비용 정산,명진산업,207000.0,이차장
202505282,2025/10/10,대변,51300,복리후생비,10월 미지급비용 정산,명진산업,-207000.0,이차장
202505283,2025/02/01,차변,52100,지급수수료,02월 지급수수료 정산,명진산업,311000.0,최사원
202505283,2025/02/01,대변,45100,매출원가,02월 지급수수료 정산,명진산업,-311000.0,최사원
202505284,2025/02/25,차변,13100,재고자산,02월 재고자산 정산,동보전자,3989000.0,박과장
202505284,2025/02/25,대변,51100,급여,02월 재고자산 정산,동보전자,-3989000.0,박과장
202505285,2025/08/22,차변,11100,현금및현금성자산,08월 현금및현금성자산 정산,명진산업,236000.0,박과장
202505285,2025/08/22,대변,21300,미지급금,08월 현금및현금성자산 정산,명진산업,-236000.0,박과장
202505286,2025/09/23,차변,11100,현금및현금성자산,09월 현금및현금성자산 정산,(주)한빛물산,52000.0,최사원
202505286,2025/09/23,대변,51100,급여,09월 현금및현금성자산 정산,(주)한빛물산,-52000.0,최사원
202505287,2025/05/17,차변,21300,미지급금,05월 미지급금 정산,동보전자,2386000.0,이차장
202505287,2025/05/17,대변,21100,매입채무,05월 미지급금 정산,동보전자,-2386000.0,이차장
202505288,2025/05/31,차변,51300,복리후생비,05월 복리후생비 정산,-,146000.0,김대리
202505288,2025/05/31,대변,40100,매출,05월 복리후생비 정산,-,-146000.0,김대리
202505289,2025/08/11,차변,25100,예수금,08월 예수금 정산,제일기공,718000.0,최사원
202505289,2025/08/11,차변,51300,복리후생비,08월 예수금 정산,제일기공,308000.0,최사원
202505289,2025/08/11,대변,21100,매입채무,08월 예수금 정산,제일기공,-1026000.0,최사원
202505290,2025/06/05,차변,21500,미지급비용,06월 미지급비용 정산,제일기공,438000.0,김대리
202505290,2025/06/05,차변,21300,미지급금,06월 미지급비용 정산,제일기공,187000.0,김대리
202505290,2025/06/05,대변,21300,미지급금,06월 미지급비용 정산,제일기공,-625000.0,김대리
202505291,2025/07/04,차변,21300,미지급금,07월 미지급금 정산,케이엘상사,604000.0,김대리
202505291,2025/07/04,대변,45100,매출원가,07월 미지급금 정산,케이엘상사,-604000.0,김대리
202505292,2025/10/20,차변,21500,미지급비용,10월 미지급비용 정산,제일기공,367000.0,최사원
202505292,2025/10/20,대변,45100,매출원가,10월 미지급비용 정산,제일기공,-367000.0,최사원
202505293,2025/07/05,차변,52300,소모품비,07월 소모품비 정산,삼정유통,28000.0,박과장
202505293,2025/07/05,대변,25100,예수금,07월 소모품비 정산,삼정유통,-28000.0,박과장
202505294,2025/09/25,차변,25100,예수금,09월 예수금 정산,케이엘상사,448000.0,박과장
202505294,2025/09/25,대변,45100,매출원가,09월 예수금 정산,케이엘상사,-448000.0,박과장
202505295,2025/06/21,차변,21500,미지급비용,06월 미지급비용 정산,동보전자,548000.0,최사원
202505295,2025/06/21,대변,51100,급여,06월 미지급비용 정산,동보전자,-548000.0,최사원
202505296,2025/02/05,차변,52300,소모품비,02월 소모품비 정산,명진산업,52000.0,김대리
202505296,2025/02/05,대변,11100,현금및현금성자산,02월 소모품비 정산,명진산업,-52000.0,김대리
202505297,2025/04/22,차변,21500,미지급비용,04월 미지급비용 정산,삼정유통,924000.0,최사원
202505297,2025/04/22,대변,21300,미지급금,04월 미지급비용 정산,삼정유통,-924000.0,최사원
202505298,2025/03/25,차변,51100,급여,03월 급여 정산,케이엘상사,1121000.0,이차장
202505298,2025/03/25,대변,13100,재고자산,03월 급여 정산,케이엘상사,-1121000.0,이차장
202505299,2025/08/04,차변,21500,미지급비용,08월 미지급비용 정산,제일기공,839000.0,최사원
202505299,2025/08/04,대변,11300,매출채권,08월 미지급비용 정산,제일기공,-839000.0,최사원
202505300,2025/09/03,차변,45100,매출원가,09월 매출원가 정산,우성테크,107000.0,최사원
202505300,2025/09/03,대변,40100,매출,09월 매출원가 정산,우성테크,-107000.0,최사원
